Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Longitude (X),Latitude (Y),Select Bibliography
Hanson2016_728,Segobriga,Cabezo del Griego,Hispania Tarraconensis,Spain,4 or 5,27 C2,-50,NULL,-2.81302,39.885321,BNP; Carreras Monfort 1995-1996; DGRG; Golvin 1988; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.
Hanson2016_729,Segovia,Segovia,Hispania Tarraconensis,Spain,3,24 G4,-50,NULL,-4.11922,40.949384,BNP; DGRG; PECS.
Hanson2016_730,Sisapo,La Bienvenida,Hispania Tarraconensis,Spain,4 or 5,27 A3,-50,NULL,-4.518296,38.646441,Carreras Monfort 1995-1996.
Hanson2016_731,Tarraco,Tarragona,Hispania Tarraconensis,Spain,1,25 G4,-218,NULL,1.25763,41.117936,Benario 1981; Boatwright 2000; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; Golvin 1988; Humphrey 1986; MacMullen 2000; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Woloch 1983.
Hanson2016_732,Termes,Tiermes,Hispania Tarraconensis,Spain,4 or 5,25 B4,-50,NULL,-3.148649,41.331017,BNP; Carreras Monfort 1995-1996; DGRG; PECS.
Hanson2016_733,Toletum,Toledo,Hispania Tarraconensis,Spain,3,27 A2,-50,NULL,-4.024491,39.85668,BNP; Carreras Monfort 1995-1996; DGRG; Nelis-Clément and Roddaz 2008; PECS.
Hanson2016_734,Turiaso,Tarazona,Hispania Tarraconensis,Spain,4 or 5,25 D4,-50,NULL,-1.726083,41.904789,Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000.
Hanson2016_735,Uxama,Osma,Hispania Tarraconensis,Spain,4 or 5,25 B4,-50,NULL,-3.082109,41.585279,Carreras Monfort 1995-1996; DGRG; PECS.
Hanson2016_736,Valentia (Hispania Tarraconensis) (1),Valencia,Hispania Tarraconensis,Spain,3,27 E2,-138,NULL,-0.375507,39.475798,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969.
Hanson2016_737,Valentia (Hispania Tarraconensis) (2),Valencia,Hispania Tarraconensis,Spain,3,27 E2,-138,NULL,-0.376814,39.470371,BNP; Carreras Monfort 1995-1996; DGRG; PECS; Russell 1958.
Hanson2016_738,Valeria,Valera la Vieja,Hispania Tarraconensis,Spain,3,27 C2,-50,NULL,-2.14935,39.811189,Carreras Monfort 1995-1996; DGRG.
Hanson2016_739,Abella,Avella,Italia (I Latium and Campania),Italy,3,44 G4,-600,NULL,14.601389,40.96,Beloch 1880; Bomgardner 2000; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969; Salmon 1969; Sear 2006.
Hanson2016_740,Abellinum,Avellino,Italia (I Latium and Campania),Italy,3,44 G4,-400,NULL,14.792723,40.914749,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; Quinn and Wilson 2013; Salmon 1969; Sear 2006.
Hanson2016_741,Acerrae,Acerra,Italia (I Latium and Campania),Italy,3,44 F4,-400,NULL,14.371049,40.945557,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Sear 2006.
Hanson2016_742,Aletrium,Alatri,Italia (I Latium and Campania),Italy,3,44 D2,-400,NULL,13.34211,41.726495,Beloch 1880; Bispham 2007; de Ligt 2012; Nelis-Clément and Roddaz 2008; PECS.
Hanson2016_743,Allifae,Alife,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.330584,41.328485,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969; Salmon 1969.
Hanson2016_744,Anagnia,Anagni,Italia (I Latium and Campania),Italy,2,43 E3,-400,NULL,13.158999,41.742235,Beloch 1880; Bispham 2007; de Ligt 2012; Nelis-Clément and Roddaz 2008; PECS.
Hanson2016_745,Antium,Anzio,Italia (I Latium and Campania),Italy,2,43 C4,-500,NULL,12.629052,41.447947,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Salmon 1969; Sear 2006.
Hanson2016_746,Aquilonia,Unknown,Italia (I Latium and Campania),Italy,4 or 5,45 B2,-400,NULL,14.750001,40.75,Beloch 1880; BNP; de Ligt 2012; PECS.
Hanson2016_747,Aquinum,Aquino,Italia (I Latium and Campania),Italy,2,44 E3,-400,NULL,13.70563,41.492204,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.
Hanson2016_748,Ardea,Ardea,Italia (I Latium and Campania),Italy,3,43 C3,-500,1,12.510598,41.611502,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Salmon 1969.
Hanson2016_749,Aricia,Ariccia,Italia (I Latium and Campania),Italy,3,43 C3,-400,NULL,12.664436,41.731719,Beloch 1880; Bispham 2007; de Ligt 2012; PECS.
Hanson2016_750,Arpinum,Arpino,Italia (I Latium and Campania),Italy,3,44 E2,-400,NULL,13.60987,41.648444,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.
Hanson2016_751,Atella,Atella,Italia (I Latium and Campania),Italy,3,44 F4,-400,NULL,14.269963,40.980411,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_752,Atina,Atina,Italia (I Latium and Campania),Italy,3,44 E2,-400,NULL,13.799572,41.619665,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; Golvin 1988.
Hanson2016_753,Baiae,Baia di Bacoli,Italia (I Latium and Campania),Italy,4 or 5,44 F4,-100,NULL,14.06645,40.819151,BNP; DGRG; PECS; Sear 2006.
Hanson2016_754,Bovillae,Frattocchie,Italia (I Latium and Campania),Italy,3,43 C2,-400,NULL,12.60986,41.743602,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Nelis-Clément and Roddaz 2008; Sear 2006.
Hanson2016_755,Caiatia,Caiazzo,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.366638,41.177123,Beloch 1880; Bispham 2007; de Ligt 2012.
Hanson2016_756,Calatia,Giacomo alle Galazze,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.377833,41.041111,Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969.
Hanson2016_757,Cales,Calvi,Italia (I Latium and Campania),Italy,3,44 F3,-500,NULL,14.132,41.2,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969; Sear 2006.
Hanson2016_758,Capua,S. Maria di Capua Vetere,Italia (I Latium and Campania),Italy,2,44 F3,-550,NULL,14.256289,41.081428,Beloch 1880; Beloch 1886; Benario 1981; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Golvin 1988; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.
Hanson2016_759,Casilinum,Capua,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.211983,41.108736,Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969; Woloch 1983.
Hanson2016_760,Casinum,Cassino,Italia (I Latium and Campania),Italy,2,44 E3,-400,NULL,13.822167,41.48279,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; Golvin 1988; PECS; Sear 2006.
Hanson2016_761,Castrimoenium,Marino,Italia (I Latium and Campania),Italy,4 or 5,43 C2,-82,NULL,12.666646,41.766575,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.
Hanson2016_762,Caudium,Montesarchio,Italia (I Latium and Campania),Italy,3,44 G3,-400,NULL,14.639671,41.064374,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG.
Hanson2016_763,Cereatae,Casamari,Italia (I Latium and Campania),Italy,3,44 E2,-400,NULL,13.487,41.671,Beloch 1880; Bispham 2007; de Ligt 2012.
Hanson2016_764,Circeii (1),Circeo,Italia (I Latium and Campania),Italy,3,44 D3,-600,-27,13.096265,41.235628,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969.
Hanson2016_765,Circeii (2),Circeo,Italia (I Latium and Campania),Italy,3,44 D3,-27,NULL,13.096164,41.235449,Beloch 1880; de Ligt 2012; DGRG; Golvin 1988.
Hanson2016_766,Cora,Cori a Valle,Italia (I Latium and Campania),Italy,3,43 D3,-600,NULL,12.91612,41.642797,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Sear 2006.
Hanson2016_767,Cubulteria,Alvignano?,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.33333,41.25,Beloch 1880; BNP; de Ligt 2012.
Hanson2016_768,Cumae,Cumae,Italia (I Latium and Campania),Italy,3,44 F4,-750,NULL,14.056078,40.847118,Beloch 1880; Benario 1981; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; Golvin 1988; Hansen 2006; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.
Hanson2016_769,Fabrateria Nova,S. Giovanni Incarico,Italia (I Latium and Campania),Italy,3,44 E2,-124,NULL,13.558926,41.502833,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; McEvedy 2011; PECS; Salmon 1969.
Hanson2016_770,Ferentinum,Ferentino,Italia (I Latium and Campania),Italy,3,44 D2,-400,NULL,13.253358,41.692712,Beloch 1880; Beloch 1880; Bispham 2007; de Ligt 2012; PECS; Sear 2006.
Hanson2016_771,Formiae,Formia,Italia (I Latium and Campania),Italy,3,44 E3,-400,NULL,13.605914,41.256351,Beloch 1880; Bispham 2007; Boatwright 2000; de Ligt 2012; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.
Hanson2016_772,Forum Popili (Italia (I Latium and Campania)),Unknown,Italia (I Latium and Campania),Italy,4 or 5,44 E3,-400,NULL,13.96687,41.17202,Beloch 1880; de Ligt 2012; DGRG.
Hanson2016_773,Frusino,Frosinone,Italia (I Latium and Campania),Italy,3,44 D2,-400,NULL,13.351917,41.639406,Beloch 1880; BNP; de Ligt 2012; DGRG; Golvin 1988; Salmon 1969.
Hanson2016_774,Fundi,Fondi,Italia (I Latium and Campania),Italy,3,44 D3,-400,NULL,13.426786,41.358806,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_775,Gabii,Castiglione,Italia (I Latium and Campania),Italy,2,43 C2,-600,NULL,12.715833,41.886944,Beloch 1880; Bispham 2007; Boatwright 2000; de Ligt 2012; DGRG; PECS; Sear 2006.
Hanson2016_776,Herculaneum,Ercolano,Italia (I Latium and Campania),Italy,3,44 F4,-600,79,14.347143,40.805855,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; McEvedy 2011; PECS; Quinn and Wilson 2013; Sear 2006.
Hanson2016_777,Interamna Lirenas,Pignataro Interamna,Italia (I Latium and Campania),Italy,3,44 E3,-400,NULL,13.787852,41.438332,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Salmon 1969.
Hanson2016_778,Labicum,Monte Compatri,Italia (I Latium and Campania),Italy,4 or 5,43 C2,-500,NULL,12.736409,41.80752,Bispham 2007; BNP; Cornell and Mathews 1982; Salmon 1969.
Hanson2016_779,Lanuvium,Lanuvio,Italia (I Latium and Campania),Italy,2,43 C3,-400,NULL,12.69758,41.674696,Beloch 1880; Bispham 2007; Boatwright 2000; de Ligt 2012; DGRG; PECS; Sear 2006.
Hanson2016_780,Lavinium,Pratica di Mare,Italia (I Latium and Campania),Italy,3,43 B3,-400,NULL,12.470884,41.667974,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.
Hanson2016_781,Liternum,Unknown,Italia (I Latium and Campania),Italy,4 or 5,44 F4,-400,NULL,14.030095,40.921005,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Quinn and Wilson 2013; Salmon 1969.
Hanson2016_782,Minturnae,Minturno,Italia (I Latium and Campania),Italy,2,44 E3,-400,NULL,13.74664,41.262771,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; PECS; Quinn and Wilson 2013; Salmon 1969; Salmon 1969; Sear 2006.
Hanson2016_783,Misenum,Miseno,Italia (I Latium and Campania),Italy,3,44 F4,-31,NULL,14.084886,40.786274,Beloch 1880; BNP; PECS; Salmon 1969; Sear 2006.
Hanson2016_784,Neapolis (Italia (I Latium and Campania)),Naples,Italia (I Latium and Campania),Italy,2,44 F4,-500,NULL,14.251636,40.840097,Beloch 1880; Beloch 1886; Bispham 2007; BNP; de Ligt 2012; DGRG; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Salmon 1969; Sear 2006; Woloch 1983.
Hanson2016_785,Nola,Nola,Italia (I Latium and Campania),Italy,2,44 G4,-600,NULL,14.528564,40.925877,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.
Hanson2016_786,Norba,Norma,Italia (I Latium and Campania),Italy,3,43 D3,-600,-82,12.960278,41.591667,Beloch 1880; Beloch 1886; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Woloch 1983.
Hanson2016_787,Nuceria Alfaterna,Nocera Superiore,Italia (I Latium and Campania),Italy,3,44 G4,-400,NULL,14.673929,40.743128,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969; Sear 2006.
Hanson2016_788,Ostia,Ostia,Italia (I Latium and Campania),Italy,2,43 B2,-350,NULL,12.288323,41.753798,Beloch 1880; Boatwright 2000; Cornell and Mathews 1982; de Ligt 2012; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.
Hanson2016_789,Picentia,Pontecagnano,Italia (I Latium and Campania),Italy,-,-,-400,NULL,14.876851,40.644112,Beloch 1880; de Ligt 2012; DGRG; PECS.
Hanson2016_790,Pompeii,Pompei,Italia (I Latium and Campania),Italy,3,44 F4,-600,79,14.484821,40.749283,Beloch 1880; Beloch 1886; Benario 1981; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Woloch 1983.
Hanson2016_791,Pontia,Ponza,Italia (I Latium and Campania),Italy,3,44 C4,-400,NULL,12.965089,40.892523,Beloch 1880; BNP; Cornell and Mathews 1982; DGRG; PECS; Salmon 1969.
Hanson2016_792,Praeneste,Palestrina,Italia (I Latium and Campania),Italy,2,43 D2,-400,NULL,12.892377,41.840006,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Sear 2006; Woloch 1983.
Hanson2016_793,Privernum,Priverno,Italia (I Latium and Campania),Italy,3,44 D3,-49,NULL,13.180367,41.472643,Beloch 1880; de Ligt 2012; DGRG; PECS; Salmon 1969; Sear 2006.
Hanson2016_794,Puteoli,Pozzuoli,Italia (I Latium and Campania),Italy,2,44 F4,-524,NULL,14.125078,40.825869,Beloch 1880; Benario 1981; Bomgardner 2000; Cornell and Mathews 1982; de Ligt 2012; DGRG; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969; Sear 2006; Wilson 2011.
Hanson2016_795,Salernum,Salerno,Italia (I Latium and Campania),Italy,3,44 G4,-400,NULL,14.759886,40.679087,Beloch 1880; Bomgardner 2000; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_796,Saticula,S. Agata de Goti,Italia (I Latium and Campania),Italy,3,44 G3,-400,NULL,14.504636,41.090469,Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_797,Setia,Sezze,Italia (I Latium and Campania),Italy,3,43 E3,-500,NULL,13.058893,41.498643,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_798,Signia,Segni,Italia (I Latium and Campania),Italy,3,43 E3,-600,NULL,13.024373,41.692178,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Quinn and Wilson 2013; Salmon 1969.
Hanson2016_799,Sinuessa,Mondragone,Italia (I Latium and Campania),Italy,3,44 E3,-400,NULL,13.894556,41.115167,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969; Salmon 1969.
Hanson2016_800,Sora,Sora,Italia (I Latium and Campania),Italy,3,44 E2,-400,NULL,13.616791,41.717925,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969; Salmon 1969.
Hanson2016_801,Suessa,Sessa Aurunca,Italia (I Latium and Campania),Italy,3,44 E3,-400,NULL,13.933661,41.236115,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969; Sear 2006.
Hanson2016_802,Suessula,Near Acerra,Italia (I Latium and Campania),Italy,3,44 F4,-400,NULL,14.398876,40.990548,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS; Salmon 1969; Sear 2006.
Hanson2016_803,Surrentum,Sorrento,Italia (I Latium and Campania),Italy,4 or 5,44 F4,-600,NULL,14.375738,40.626321,Beloch 1880; Beloch 1886; de Ligt 2012; DGRG; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.
Hanson2016_804,Tarracina,Terracina,Italia (I Latium and Campania),Italy,2,44 D3,-400,NULL,13.248865,41.291217,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; McEvedy 2011; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.
Hanson2016_805,Teanum Sidicinum,Teano,Italia (I Latium and Campania),Italy,4 or 5,44 F3,-400,NULL,14.049598,41.269557,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.
Hanson2016_806,Telesia,Telese Terme,Italia (I Latium and Campania),Italy,3,44 G3,-400,NULL,14.528778,41.218463,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; DGRG; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969; Sear 2006.
Hanson2016_807,Treba,Trevi,Italia (I Latium and Campania),Italy,3,44 D2,-400,NULL,13.248674,41.862465,Beloch 1880; de Ligt 2012; DGRG.
Hanson2016_808,Trebula Balliensis,Treglia,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.259857,41.227259,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS; Sear 2006.
Hanson2016_809,Tusculum,Tuscolo,Italia (I Latium and Campania),Italy,3,43 C2,-400,NULL,12.70869,41.798377,Beloch 1880; Beloch 1886; Bispham 2007; de Ligt 2012; DGRG; Golvin 1988; PECS; Sear 2006; Woloch 1983.
Hanson2016_810,Ulubrae,Sermoneta,Italia (I Latium and Campania),Italy,-,-,-400,NULL,12.983699,41.549836,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; Salmon 1969.
Hanson2016_811,Velitrae,Velletri,Italia (I Latium and Campania),Italy,3,43 D3,-600,NULL,12.777943,41.688987,Beloch 1880; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969.
Hanson2016_812,Venafrum,Venafro,Italia (I Latium and Campania),Italy,3,44 F3,-400,NULL,14.043465,41.485659,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969; Sear 2006.
Hanson2016_813,Verulae,Veroli,Italia (I Latium and Campania),Italy,3,44 D2,-400,NULL,13.41736,41.690616,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.
Hanson2016_814,Vitellia,Civitella?,Italia (I Latium and Campania),Italy,-,44 Unlocated,-500,NULL,12.77899,41.882296,BNP; Cornell and Mathews 1982; Salmon 1969; Wilkes 2003a.
Hanson2016_815,Volturnum,Volturno,Italia (I Latium and Campania),Italy,3,44 E3,-400,NULL,13.940276,41.021722,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; DGRG; Salmon 1969; Salmon 1969.
Hanson2016_816,Aecae,Troia,Italia (II Apulia et Calabria),Italy,4 or 5,45 B2,-400,NULL,15.307262,41.359672,Beloch 1880; BNP; de Ligt 2012; PECS; Salmon 1969.
Hanson2016_817,Aeclanum,Mirabella Eclano,Italia (II Apulia et Calabria),Italy,3,45 B2,-400,NULL,14.99423,41.04212,Beloch 1880; Bispham 2007; BNP; Boatwright 2000; de Ligt 2012; PECS; Salmon 1969; Sear 2006.
Hanson2016_818,Anxa,Gallipoli,Italia (II Apulia et Calabria),Italy,4 or 5,45 G4,-600,NULL,17.975532,40.054286,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_819,Ausculum,Ascoli Satriano,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,NULL,15.562485,41.207142,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_820,Barium,Bari,Italia (II Apulia et Calabria),Italy,4 or 5,45 E2,-600,NULL,16.86978,41.128982,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_821,Beneventum,Benevento,Italia (II Apulia et Calabria),Italy,2,44 G3,-400,NULL,14.777672,41.130842,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; McEvedy 2011; PECS; Quinn and Wilson 2013; Salmon 1969; Salmon 1969; Sear 2006.
Hanson2016_822,Brundisium,Brundisi,Italia (II Apulia et Calabria),Italy,3,45 G3,-400,NULL,17.938991,40.636175,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_823,Butuntum,Bitonto,Italia (II Apulia et Calabria),Italy,4 or 5,45 E2,-400,NULL,16.691427,41.107205,Beloch 1880; BNP; DGRG.
Hanson2016_824,Caelia,Ceglie di Bari,Italia (II Apulia et Calabria),Italy,4 or 5,45 E2,-400,NULL,16.866105,41.064222,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_825,Cannae,Monte di Canne,Italia (II Apulia et Calabria),Italy,4 or 5,45 D2,-400,NULL,16.151667,41.296389,Beloch 1880; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_826,Canusium,Canosa di Puglia,Italia (II Apulia et Calabria),Italy,3,45 D2,-400,NULL,16.066025,41.222498,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969.
Hanson2016_827,Compsa,Conza della Campania,Italia (II Apulia et Calabria),Italy,4 or 5,45 B3,-400,NULL,15.333614,40.866953,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_828,Egnatia,Egnazia,Italia (II Apulia et Calabria),Italy,4 or 5,45 F3,-400,NULL,17.39084,40.887938,Beloch 1880; de Ligt 2012; DGRG; Golvin 1988; PECS.
Hanson2016_829,Forentum,Lavello,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,NULL,15.770541,41.052244,Beloch 1880; BNP; de Ligt 2012; DGRG.
Hanson2016_830,Genusia,Ginosa,Italia (II Apulia et Calabria),Italy,4 or 5,45 E3,-400,NULL,16.757056,40.581291,Beloch 1880; BNP; de Ligt 2012.
Hanson2016_831,Herdoniae,Ordona,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,NULL,15.620768,41.310742,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; Golvin 1988; PECS; Sear 2006.
Hanson2016_832,Hydruntum,Otranto,Italia (II Apulia et Calabria),Italy,4 or 5,45 H4,-600,NULL,18.483141,40.150048,Beloch 1880; BNP; de Ligt 2012; DGRG.
Hanson2016_833,Luceria,Lucera,Italia (II Apulia et Calabria),Italy,3,45 B1,-400,NULL,15.335944,41.509222,Beloch 1880; Benario 1981; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969; Salmon 1969.
Hanson2016_834,Lupiae,Lecce,Italia (II Apulia et Calabria),Italy,3,45 H4,-400,NULL,18.174015,40.353291,Beloch 1880; Benario 1981; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969; Sear 2006.
Hanson2016_835,Neretum,Nardo,Italia (II Apulia et Calabria),Italy,4 or 5,45 H4,-400,NULL,18.030424,40.175929,Beloch 1880; de Ligt 2012; DGRG.
Hanson2016_836,Rubi,Ruvo di Puglia,Italia (II Apulia et Calabria),Italy,4 or 5,45 D2,-400,NULL,16.485165,41.118367,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.
Hanson2016_837,Rudiae,Rugge,Italia (II Apulia et Calabria),Italy,4 or 5,45 H4,-600,NULL,18.14849,40.33352,Beloch 1880; BNP; de Ligt 2012; PECS.
Hanson2016_838,Salapia Nova,Monte di Salpi?,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-100,NULL,15.959872,41.398574,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.
Hanson2016_839,Salapia Vetus,Lago di Salpi,Italia (II Apulia et Calabria),Italy,4 or 5,45 C2,-400,-88,15.9933,41.403381,Beloch 1880; DGRG; PECS.
Hanson2016_840,Silvium,Gravina di Puglia,Italia (II Apulia et Calabria),Italy,4 or 5,45 D3,-400,-80,16.416166,40.818523,Beloch 1880; de Ligt 2012; DGRG; PECS.
Hanson2016_841,Sipontum,Siponto,Italia (II Apulia et Calabria),Italy,3,45 C1,-400,NULL,15.889767,41.608482,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_842,Tarentum,Taranto,Italia (II Apulia et Calabria),Italy,2,45 F4,-706,NULL,17.243272,40.47124,Beloch 1880; Beloch 1886; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Salmon 1969; Sear 2006.
Hanson2016_843,Teanum Apulum,S. Paolo di Civitate,Italia (II Apulia et Calabria),Italy,3,45 B1,-400,NULL,15.261291,41.739075,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS; Salmon 1969.
Hanson2016_844,Uxentum,Ugento,Italia (II Apulia et Calabria),Italy,4 or 5,45 inset,-400,NULL,18.158296,39.927352,Beloch 1880; DGRG; PECS.
Hanson2016_845,Venusia,Venosa,Italia (II Apulia et Calabria),Italy,3,45 C3,-400,NULL,15.819405,40.963082,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Salmon 1969.
Hanson2016_846,Veretum,Vereto,Italia (II Apulia et Calabria),Italy,4 or 5,45 inset,-400,NULL,15.827407,40.969057,Beloch 1880; de Ligt 2012; PECS.
Hanson2016_847,Vibinum,Bovino,Italia (II Apulia et Calabria),Italy,4 or 5,45 B2,-400,NULL,15.957096,41.706464,Beloch 1880; de Ligt 2012; DGRG; PECS.
Hanson2016_848,Aceruntia,Acerenza,Italia (III Lucania et Brutii),Italy,4 or 5,45 C3,-400,NULL,15.940592,40.796874,BNP; de Ligt 2012.
